,leaflet_ID,Party,Constituency,mention_Candidate,mention_Other party/leader/candidate,mention_Party leader,mention_Tactical situation,issue_Brexit/Europe,issue_Economy,issue_Education,issue_Environment,issue_Governance,issue_Health,issue_Immigration,issue_Social welfare,num_key_policies,yimby_nimby,num_quantitative_statements,num_qualitative_statements,num_local_issues,num_national_issues,num_endorsements,negative_local_issues,negative_national_issues,negative_leader_of_opponents_party,negative_opposite_candidate_no_name,negative_opposite_candidate_with_name,is_local,Constituency name,Region name,Member first name,Member surname,Member gender,Con,Lab,LD,SNP,Percentage of people aged 18-24,Percentage of people aged 65+,Percentage of people born outside the UK,Percentage of people who have a religion,Percentage of households that are owner-occupiers,Percentage of households that are families with dependent children,"Percentage of 16+ year olds in ""routine and manual"" occupations",Percentage of 16+ year olds with higher education qualifications,Percentage of people who are White,Percentage of people who are disabled,Percentage of people aged 16+ identifying as LGB+,Percentage of people aged 16+ who are veterans
10,31351,Conservative Party,Reading West,1,0,0,1,1,0,1,0,0,1,0,0,4,OTHER,2,2,0,3,0,0,0,0,0,0,0,Reading West,South East,Alok,Sharma,Male,0.4840649309414193,0.40236545483410063,0.08850611208128274,0.0,0.0712480871205381,0.149649453717214,0.256103420050536,0.573454571337058,0.608004813585007,0.317526462395543,0.23752624648564,0.275819424178796,0.730446542167496,0.147015908039432,0.0250651694405454,0.0238887504893413
11,31360,Conservative Party,"Southampton, Test",0,0,0,0,0,0,0,0,0,0,0,0,3,OTHER,3,2,0,1,0,0,0,0,0,0,0,"Southampton, Test",South East,Alan,Whitehead,Male,0.3565586522647464,0.4946437302751478,0.0766546650664533,0.0,0.137996236384034,0.128632432236818,0.277783809213621,0.523409298580514,0.450138200324661,0.276739492848995,0.255030217493577,0.27296167625665,0.772509318568378,0.172737306843267,0.0417964032045387,0.0228983461802917
12,31385,Liberal Democrats,Newbury,1,0,0,0,0,0,1,1,0,0,0,0,2,OTHER,0,1,0,2,1,0,0,0,0,0,0,Newbury,South East,Laura,Farris,Female,0.5738691289709656,0.07340244674822494,0.3064102136737891,0.0,0.0646460906438162,0.192060511491365,0.121813181000741,0.524392609048274,0.660675635530281,0.287554376657825,0.206521739130435,0.301549799883633,0.930886138439296,0.148101131915794,0.0216206791334292,0.0358792623153144
13,31401,Conservative Party,Barrow and Furness,0,1,0,1,1,0,1,0,0,1,0,0,3,OTHER,4,1,1,3,0,0,3,2,1,2,0,Barrow and Furness,North West,Simon,Fell,Male,0.518524953307562,0.3928028493245885,0.04397776136906572,0.0,0.0695669079722327,0.227010212600496,0.0392282443359219,0.550030307535711,0.730076803398118,0.238565642596068,0.310814520002745,0.2337885130035,0.972757528277503,0.209362169333349,0.0214621703534058,0.0399139962030239
14,31413,Conservative Party,Witney,1,0,0,0,0,0,0,0,0,0,0,0,3,OTHER,3,1,1,2,0,0,0,0,0,0,1,Witney,South East,Robert,Courts,Male,0.5522551178533561,0.1430552157246554,0.3046896664219884,0.0,0.0637971935537523,0.216646095398163,0.106042700701174,0.535050246857383,0.688605906504658,0.274299766588863,0.213606085274371,0.314372751385278,0.952169612297242,0.151404536183548,0.0226204308755024,0.0455623736202173
15,31433,Liberal Democrats,Vauxhall,1,0,1,1,0,0,0,0,0,0,0,0,1,NIMBY,1,3,1,1,0,0,0,0,0,0,0,Vauxhall,London,Florence,Eshalomi,Female,0.16725542754690856,0.5612163385582163,0.21307226669980295,0.0,0.128466364187319,0.0830698923850551,0.418290965078949,0.546173753521588,0.277670515724204,0.190535422545671,0.177099286656129,0.499344820808491,0.548115509983456,0.131996199898446,0.0940060127771514,0.0096967314480397
16,31444,Conservative Party,Brecon and Radnorshire,0,1,1,1,1,0,1,0,0,1,0,0,5,OTHER,3,6,2,2,0,0,1,1,0,0,0,Brecon and Radnorshire,Wales,Fay,Jones,Female,0.5314262203828747,0.09545245528691401,0.3588421791427672,0.0,0.0557628315014621,0.293118598654547,0.0498545129785947,0.509103742329521,0.688706274991342,0.209873433662868,0.244259744749503,0.283469217251016,0.972616749733514,0.210495232059001,0.0203998644527279,0.0478522658523235
17,31462,Brexit/Reform Party,West Bromwich West,0,0,0,0,1,0,0,0,0,0,0,0,1,OTHER,1,1,0,1,0,0,1,0,0,0,0,West Bromwich West,West Midlands,Shaun,Bailey,Male,0.505499289010128,0.3952523288545808,0.02655329522040686,0.0,0.0816276202219482,0.142244143033292,0.194911910351767,0.651340580424961,0.52557745176126,0.351258992805755,0.320614753289798,0.159925817780058,0.64909148302326,0.184337206778858,0.0184100524730964,0.0170359263716535
18,31471,Labour Party,"Ealing, Southall",1,0,0,0,1,0,1,1,0,1,0,1,5,OTHER,0,3,2,3,3,0,0,0,0,0,1,"Ealing, Southall",London,Virendra,Sharma,Male,0.22725442357344197,0.6082383873794917,0.09316152260937537,0.0,0.0843888888888889,0.12062037037037,0.547305555555556,0.827018518518518,0.500058065265358,0.398397584765444,0.236085519310364,0.281884849719439,0.258027777777778,0.122897010212868,0.0234357675564011,0.005759152608285
19,31482,Labour Party,Sheffield Central,1,0,0,0,1,1,1,1,0,1,0,1,7,NIMBY,0,8,0,4,1,1,2,0,1,0,1,Sheffield Central,Yorkshire and The Humber,Paul,Blomfield,Male,0.13149883133973642,0.6671773417398307,0.0635790466089211,0.0,0.284756408080122,0.0967662536071974,0.257078594466135,0.452104905788491,0.384751773049645,0.207079990485046,0.163265998981497,0.367694240268889,0.677177049736887,0.177041249363436,0.0683249308511682,0.0141741639789509
20,31490,Scottish National Party,Edinburgh North and Leith,1,0,0,0,1,1,0,1,1,0,0,1,4,OTHER,1,4,2,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
21,31511,Labour Party,Vauxhall,1,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,1,1,0,0,0,0,0,0,0,1,Vauxhall,London,Florence,Eshalomi,Female,0.16725542754690856,0.5612163385582163,0.21307226669980295,0.0,0.128466364187319,0.0830698923850551,0.418290965078949,0.546173753521588,0.277670515724204,0.190535422545671,0.177099286656129,0.499344820808491,0.548115509983456,0.131996199898446,0.0940060127771514,0.0096967314480397
22,31520,Labour Party,"Southampton, Test",1,1,0,0,0,0,1,1,0,1,0,0,5,OTHER,1,1,2,2,0,0,1,0,0,1,1,"Southampton, Test",South East,Alan,Whitehead,Male,0.3565586522647464,0.4946437302751478,0.0766546650664533,0.0,0.137996236384034,0.128632432236818,0.277783809213621,0.523409298580514,0.450138200324661,0.276739492848995,0.255030217493577,0.27296167625665,0.772509318568378,0.172737306843267,0.0417964032045387,0.0228983461802917
23,31531,Conservative Party,Chingford and Woodford Green,1,1,1,1,1,1,1,1,0,1,0,1,5,NIMBY,3,3,5,2,0,2,2,1,0,2,1,Chingford and Woodford Green,London,Iain,Duncan Smith,Male,0.48470398810998266,0.45865329039715963,0.056642721492857734,0.0,0.0702988247061765,0.160331749604068,0.271234475285488,0.662926148203718,0.648229251148959,0.335369809688581,0.167416854213553,0.319736184046012,0.635252563140785,0.138628407101775,0.0221568220712545,0.0149413909872363
24,31540,Scottish National Party,Glasgow Central,1,0,0,0,0,0,0,0,0,0,0,1,2,NIMBY,2,3,1,2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
25,31562,Liberal Democrats,Altrincham and Sale West,1,0,1,0,0,0,0,0,0,0,0,0,0,YIMBY,0,4,1,2,0,0,2,0,0,0,0,Altrincham and Sale West,North West,Graham,Brady,Male,0.48045213008783305,0.3683508938516882,0.11022040428756642,0.0,0.0561511632515556,0.190281796203083,0.145911775197178,0.632961436328326,0.747663322130363,0.339326890055438,0.139632587542855,0.383003388621366,0.805616107169752,0.142206016408387,0.020580275662408,0.0227299750307162
26,31570,Green Party,Tewkesbury,1,0,1,1,1,0,0,1,0,0,0,0,3,OTHER,2,3,1,2,1,0,1,0,0,0,1,Tewkesbury,South West,Laurence,Robertson,Male,0.584363755315669,0.152273470722931,0.21782793588485444,0.0,0.062496639001918,0.222811766182085,0.0862858628138136,0.535121133627914,0.742320464923205,0.272991428156327,0.217296609333967,0.290001075538666,0.944655068878671,0.159342481469199,0.0205120904152795,0.0498064030401893
27,31602,Liberal Democrats,Skipton and Ripon,1,1,0,1,1,0,0,1,0,0,0,0,1,OTHER,1,3,2,3,0,0,1,3,0,3,1,Skipton and Ripon,Yorkshire and The Humber,Julian,Smith,Male,0.5946291124582794,0.19114842313193925,0.14816769974797356,0.0,0.0572969762953432,0.268184292571881,0.0561774399477419,0.579670411243628,0.715814138556081,0.228944692515142,0.220052457069332,0.316385410996189,0.968733607165834,0.166467065868263,0.0179314874104305,0.0429851041718216
28,31622,Liberal Democrats,Chingford and Woodford Green,0,0,0,0,1,0,0,0,0,0,0,0,1,OTHER,0,3,0,1,3,0,0,0,0,0,0,Chingford and Woodford Green,London,Iain,Duncan Smith,Male,0.48470398810998266,0.45865329039715963,0.056642721492857734,0.0,0.0702988247061765,0.160331749604068,0.271234475285488,0.662926148203718,0.648229251148959,0.335369809688581,0.167416854213553,0.319736184046012,0.635252563140785,0.138628407101775,0.0221568220712545,0.0149413909872363
29,31642,Conservative Party,Mid Sussex,1,0,1,1,1,0,1,1,0,1,0,0,7,OTHER,3,4,4,3,0,0,3,1,1,0,1,Mid Sussex,South East,Mims,Davies,Female,0.5330454733756095,0.1787387272553456,0.243108887543418,0.0,0.0586683960224816,0.202351923908344,0.128781786897011,0.519363959430365,0.729131421497834,0.296876289510605,0.178902771172885,0.312962050271069,0.915583685680441,0.144604982144864,0.0243720175504147,0.0298044166219932
30,31650,Labour Party,Airdrie and Shotts,1,0,0,0,0,0,0,0,0,1,0,0,0,OTHER,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
31,31662,Liberal Democrats,Putney,1,1,1,0,1,1,1,1,0,1,0,0,5,OTHER,0,1,0,2,0,0,1,1,0,0,0,Putney,London,Fleur,Anderson,Female,0.35678760378068836,0.4513840727604177,0.16937800939227615,0.0,0.0859427709647974,0.107889828154145,0.402954716831369,0.587817994205659,0.463783445921581,0.2732299555235,0.128437909274914,0.494384252093503,0.681810965808743,0.120222645553042,0.0417636488621426,0.013354764456086
32,31690,Labour Party,Leeds North West,1,1,0,0,0,0,0,1,0,1,0,0,3,YIMBY,0,1,3,2,1,0,1,1,0,0,1,Leeds North West,Yorkshire and The Humber,Alex,Sobel,Male,0.2682872390073656,0.4863949029076964,0.19067426901771403,0.0,0.224459888027661,0.173270897496079,0.114559838796469,0.48369073652153,0.599572507217411,0.222030981067126,0.155016659224401,0.356147601982987,0.858156921562117,0.165943464273038,0.0514856762158561,0.0242838496943051
33,31702,Green Party,West Dorset,1,0,0,0,1,0,0,1,0,0,0,0,2,OTHER,0,1,0,2,1,0,0,0,0,0,0,West Dorset,South West,Chris,Loder,Male,0.5513171932704144,0.09403364792778006,0.3197866228970045,0.0,0.0547024286888249,0.316165186483302,0.0676131919485946,0.544875793308977,0.691254949216733,0.205564641074195,0.22568093385214,0.302643564356436,0.968663366336634,0.199700993059475,0.0215713804987294,0.0577618043385709
34,31721,Conservative Party,Congleton,1,1,0,0,0,0,1,1,0,1,0,0,6,YIMBY,1,3,3,1,0,0,0,0,0,0,1,Congleton,North West,Fiona,Bruce,Female,0.5896423392098964,0.26533643177886884,0.1052889067496025,0.0,0.0564975009611688,0.237927720107651,0.0437532440069974,0.569320825083143,0.775015213422585,0.26067586656525,0.215988388857917,0.301832022914704,0.968626847882504,0.174763067340779,0.0192381372560402,0.0344297275995309
35,31734,Liberal Democrats,Wantage,1,1,0,1,1,0,0,1,0,0,0,0,1,OTHER,0,4,2,1,0,0,0,0,0,1,1,Wantage,South East,David,Johnston,Male,0.5074211364685216,0.151563872389204,0.319056763878344,0.0,0.0610672493471492,0.175245723160788,0.126626417047972,0.506680776873473,0.697253479419603,0.310673502248709,0.193950421780309,0.334229179197089,0.92072205134452,0.144182965731992,0.0240298038169466,0.0372448552308009
36,31742,Labour Party,"Birmingham, Ladywood",1,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,1,1,0,0,0,0,0,0,0,1,"Birmingham, Ladywood",West Midlands,Shabana,Mahmood,Female,0.11332446934802222,0.791941687639489,0.05289899805308894,0.0,0.181958906011384,0.0657434402332362,0.446661113424962,0.753609607108149,0.27240665491068,0.312907306601242,0.19743856726364,0.256564927357161,0.23381067742137,0.139337775926697,0.0404725657256306,0.0065944745245036
37,31894,Conservative Party,"Birmingham, Erdington",1,1,0,0,1,0,0,1,0,1,0,0,9,NIMBY,2,5,3,2,0,1,1,1,0,0,1,"Birmingham, Erdington",West Midlands,Jack,Dromey,Male,0.40077776831587614,0.5029946918731727,0.03692980215163644,0.0,0.0852971189334045,0.134869393555032,0.224238725120879,0.63302752293578,0.490390752428906,0.326524822695035,0.290805573304596,0.189614229173621,0.617355064516437,0.206443060549129,0.0240312074485703,0.017786127774016
38,31919,Labour Party,Lewisham West and Penge,1,0,0,1,1,0,0,1,0,0,0,0,4,YIMBY,2,3,1,1,1,0,1,0,0,0,1,Lewisham West and Penge,London,Ellie,Reeves,Female,0.19802303262955853,0.6115163147792706,0.1201535508637236,0.0,0.0627989949299402,0.108992873302156,0.291146145385283,0.528852602680927,0.487071670641396,0.310699717602761,0.16373651923524,0.400243232850743,0.595231920734706,0.145528360771549,0.0462519042924993,0.0111958650415374
39,31932,Liberal Democrats,South West Wiltshire,1,1,1,0,1,0,0,1,0,0,0,0,1,OTHER,0,2,0,2,0,0,0,0,0,0,0,South West Wiltshire,South West,Andrew,Murrison,Male,0.6018398761271518,0.2078149193915657,0.14600601147645506,0.0,0.0641477364958416,0.233311371470585,0.100096439381642,0.519293018992237,0.682259197471244,0.255306539060957,0.271137889218841,0.24709960182188,0.953909614337958,0.185870198321382,0.023405015031272,0.0609668764143647
40,31944,Scottish National Party,Gordon,1,1,0,0,1,0,0,0,0,0,0,1,0,YIMBY,1,4,1,2,0,1,2,1,0,1,1,,,,,,,,,,,,,,,,,,,,,
41,31954,Conservative Party,West Bromwich West,0,0,1,1,1,1,0,1,0,0,0,0,1,OTHER,2,4,1,1,0,0,0,0,0,0,0,West Bromwich West,West Midlands,Shaun,Bailey,Male,0.505499289010128,0.3952523288545808,0.02655329522040686,0.0,0.0816276202219482,0.142244143033292,0.194911910351767,0.651340580424961,0.52557745176126,0.351258992805755,0.320614753289798,0.159925817780058,0.64909148302326,0.184337206778858,0.0184100524730964,0.0170359263716535
42,31960,Conservative Party,Welwyn Hatfield,1,1,1,1,1,0,0,0,0,1,0,0,4,YIMBY,2,3,4,1,0,0,0,1,0,0,1,Welwyn Hatfield,East of England,Grant,Shapps,Male,0.5262713004053561,0.31581272933356386,0.12683226711236625,0.0,0.124781070477792,0.152313647190696,0.223934707602851,0.558304289192077,0.567714960916197,0.314670059989093,0.196008546858854,0.30296688092194,0.784550852058777,0.150673415415871,0.0268295049099395,0.0208679965672452
43,31973,Liberal Democrats,North East Fife,1,0,0,1,0,0,0,0,0,1,0,0,3,YIMBY,1,2,7,0,3,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,
44,31980,Green Party,Mid Worcestershire,1,0,0,0,1,0,0,1,0,0,0,0,2,OTHER,0,0,0,2,1,0,0,0,0,0,0,Mid Worcestershire,West Midlands,Nigel,Huddleston,Male,0.666856725406696,0.16763180870587815,0.11535377652655773,0.0,0.0608200920700921,0.236996955746956,0.0897590585090585,0.591626292439346,0.704241167832772,0.262693013713422,0.248617092367092,0.26576885951886,0.966364716364716,0.173308954558955,0.0194942867345117,0.0370786308286308
45,32000,Liberal Democrats,South East Cambridgeshire,1,0,0,0,1,0,1,1,0,1,0,0,3,OTHER,1,1,0,5,0,0,0,0,0,0,0,South East Cambridgeshire,East of England,Lucy,Frazer,Female,0.49991457637648523,0.16295721053040305,0.32145686107012506,0.0,0.0573826321675734,0.205691173131743,0.144071644803229,0.506096535486041,0.688091186132109,0.283916416020263,0.198123123754425,0.337560229059628,0.918583921964346,0.155348133198789,0.0245435436673124,0.0320885293598271
46,32012,Conservative Party,Brecon and Radnorshire,1,0,1,1,1,1,1,0,0,1,0,1,4,OTHER,2,2,1,2,1,0,0,0,0,0,1,Brecon and Radnorshire,Wales,Fay,Jones,Female,0.5314262203828747,0.09545245528691401,0.3588421791427672,0.0,0.0557628315014621,0.293118598654547,0.0498545129785947,0.509103742329521,0.688706274991342,0.209873433662868,0.244259744749503,0.283469217251016,0.972616749733514,0.210495232059001,0.0203998644527279,0.0478522658523235
47,32032,Liberal Democrats,Sittingbourne and Sheppey,1,1,1,0,1,0,0,1,0,1,0,0,4,YIMBY,2,3,2,3,1,0,1,1,0,0,1,Sittingbourne and Sheppey,South East,Gordon,Henderson,Male,0.6759933066116667,0.19969257111725103,0.06251702533369655,0.0,0.0732770917390064,0.182336878999063,0.0828238861446667,0.495410899724491,0.681101871101871,0.313937050434493,0.276658352488548,0.172372475179733,0.932924145351396,0.195660325068062,0.022988622925417,0.031006993691006
48,32041,Plaid Cymru,Cardiff West,1,1,1,0,1,0,0,0,0,0,0,0,1,NIMBY,0,3,1,2,0,0,1,1,0,0,0,Cardiff West,Wales,Kevin,Brennan,Male,0.27983628213179723,0.5177469302899712,0.05914199709812244,0.0,0.0776449793788402,0.158519905731841,0.122611733019106,0.495481278077623,0.610456353618462,0.30388910851947,0.206737648346099,0.315318253550763,0.830401481356788,0.195785287433718,0.0396894788437591,0.0245454928036361
49,32051,Green Party,Oxford East,1,0,1,0,1,0,1,1,0,1,0,0,4,OTHER,1,5,2,5,1,1,1,0,0,0,1,Oxford East,South East,Anneliese,Dodds,Female,0.20873599546182053,0.570007496100002,0.1394679794971535,0.0,0.212607829116524,0.106087115276362,0.347353126877991,0.522942688919655,0.450296684918326,0.283659022702802,0.190515674088499,0.372692211141286,0.68873522296773,0.146960603086941,0.0603901886181494,0.0150695664742083
50,32062,Conservative Party,Workington,0,1,1,1,1,1,0,0,0,0,0,0,1,OTHER,0,0,0,1,1,0,0,0,0,0,0,Workington,North West,Mark,Jenkinson,Male,0.4925118392269045,0.3921248106925647,0.036659535084978004,0.0,0.0634093128860814,0.239900046932278,0.0292882783464617,0.611540266626077,0.68381190178943,0.242530170620058,0.325050420487842,0.222948033333756,0.985526916637069,0.204485203648033,0.0190252603015382,0.0419726778035694
51,32070,Conservative Party,Newport West,1,0,1,1,1,1,1,0,0,1,0,0,5,OTHER,3,2,0,1,0,0,1,0,0,0,0,Newport West,Wales,Ruth,Jones,Female,0.41615822070775677,0.436925839799231,0.05905647779338291,0.0,0.0714890969741824,0.181506151387414,0.111690317598224,0.51938217312024,0.646443084203488,0.298055655573273,0.241577553012345,0.270714676448821,0.862170308159303,0.19780974139503,0.0260522380087597,0.0331538527544191
52,32080,Liberal Democrats,Guildford,0,1,0,0,1,1,1,0,0,1,0,0,1,OTHER,2,2,0,4,0,0,1,1,0,0,0,Guildford,South East,Angela,Richardson,Female,0.4487050519172734,0.07698078464135309,0.3918091763141293,0.0,0.145762985846684,0.174060636539981,0.210207270637258,0.531912600695099,0.649742781665662,0.279708935854653,0.147687471935339,0.377029599827574,0.854228033623105,0.137554781234284,0.0331092962791149,0.0257651411739349
53,32090,Conservative Party,Salisbury,1,1,0,0,1,0,1,1,0,1,0,0,6,YIMBY,4,2,2,4,1,0,2,1,0,1,1,Salisbury,South West,John,Glen,Male,0.5635585334077796,0.1800670016750419,0.19624046156709474,0.0,0.0620032113614377,0.225503395865123,0.10890486780824,0.552368604767129,0.667192319287586,0.265856543215603,0.220572249204655,0.30385654875288,0.939224701060127,0.174187950653728,0.0240750832576446,0.0654027585243989
54,32102,Conservative Party,"Southampton, Itchen",1,1,1,1,1,1,1,0,0,0,0,0,4,YIMBY,3,3,1,4,1,0,1,2,0,1,0,"Southampton, Itchen",South East,Royston,Smith,Male,0.5050926804580249,0.4102401889458257,0.05278252251112377,0.0,0.121459917682013,0.145710106213827,0.193916211624252,0.469840000726856,0.520988975703735,0.271705625481634,0.268923596914438,0.238713077293501,0.859525907889118,0.183222336298302,0.0438769046110759,0.0289382348131053
55,32123,Liberal Democrats,"Southampton, Itchen",1,1,1,0,0,0,1,0,0,1,0,0,2,OTHER,2,5,0,2,0,0,1,2,0,0,0,"Southampton, Itchen",South East,Royston,Smith,Male,0.5050926804580249,0.4102401889458257,0.05278252251112377,0.0,0.121459917682013,0.145710106213827,0.193916211624252,0.469840000726856,0.520988975703735,0.271705625481634,0.268923596914438,0.238713077293501,0.859525907889118,0.183222336298302,0.0438769046110759,0.0289382348131053
56,32138,Green Party,Sutton Coldfield,1,0,0,0,1,0,0,1,0,0,0,0,1,OTHER,0,1,0,2,0,0,0,0,0,0,0,Sutton Coldfield,West Midlands,Andrew,Mitchell,Male,0.6039942666029623,0.2356808408982322,0.12150979455327282,0.0,0.0604230232197342,0.229715054041475,0.10268397372912,0.63279722811191,0.782228497820055,0.28824811732065,0.167138985995904,0.33655685990588,0.814438640947406,0.159290479391839,0.0176463136559412,0.028390873549428
57,32154,Conservative Party,Pendle,1,1,1,1,1,0,0,0,0,0,0,0,4,YIMBY,2,3,2,1,0,0,1,1,0,1,1,Pendle,North West,Andrew,Stephenson,Male,0.5415204678362573,0.4023841655420603,0.034817813765182185,0.0,0.0759647015821628,0.180105477520756,0.176540618440427,0.659387825433128,0.651578836757211,0.309761479457812,0.278125293706075,0.199306578109172,0.70572079034212,0.176645049448082,0.0180532291085055,0.026995415478764
58,32160,Conservative Party,North East Hampshire,1,1,1,0,1,1,1,0,0,1,0,0,5,NIMBY,3,3,3,5,0,0,0,1,0,0,1,North East Hampshire,South East,Ranil,Jayawardena,Male,0.5952421123671334,0.09718238569259322,0.25424329340307067,0.0,0.058805755939117,0.198785738565547,0.111020886052045,0.53278317029875,0.767501336867313,0.314339517366439,0.150130301771349,0.344648185217358,0.932176983797258,0.130764437058579,0.0193199925016403,0.039402122596971
59,32182,Brexit/Reform Party,Sedgefield,0,1,0,1,1,0,0,0,0,0,0,0,1,OTHER,0,2,1,2,1,0,0,1,0,1,0,Sedgefield,North East,Paul,Howell,Male,0.47175576192080065,0.36318144637444066,0.04703363325795121,0.0,0.0679998132193972,0.221335014358759,0.0355683701818691,0.561195423768387,0.639551372953461,0.25717453523451,0.298915517784808,0.220380336442488,0.97955895915294,0.226737331169817,0.0205652247859856,0.0512239823494391
