leaflet_ID,URL,image_urls,local_images,Election:,Party:,Constituency:,Mentions:,Issues Covered:,Unnamed: 8,Unnamed: 9,Unnamed: 10
35651,https://www.openelections.co.uk/leaflets/35651/,"['https://cdn.openelections.co.uk/uploads/2020/12/18374_1-2-rotated.jpg', 'https://cdn.openelections.co.uk/uploads/2020/12/18374_2-rotated.jpg']","['leaflet_images/35651/18374_1-2-rotated.jpg', 'leaflet_images/35651/18374_2-rotated.jpg']",2019 General Election,Labour Party,Lancaster and Fleetwood,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Environment, Health",,,
36551,https://www.openelections.co.uk/leaflets/36551/,[],[],2019 General Election,Conservative Party,Sefton Central,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health",,,
36562,https://www.openelections.co.uk/leaflets/36562/,[],[],2019 General Election,Labour Party,North Shropshire,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Economy, Education, Environment, Health",,,
36576,https://www.openelections.co.uk/leaflets/36576/,[],[],2019 General Election,Liberal Democrats,Hove,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Environment",,,
36582,https://www.openelections.co.uk/leaflets/36582/,[],[],2019 General Election,Liberal Democrats,Hove,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
36590,https://www.openelections.co.uk/leaflets/36590/,[],[],2019 General Election,Labour Party,Crawley,"Candidate, Other party/leader/candidate","Education, Health",,,
36601,https://www.openelections.co.uk/leaflets/36601/,[],[],2019 General Election,Labour Party,Crawley,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health",,,
36622,https://www.openelections.co.uk/leaflets/36622/,[],[],2019 General Election,Liberal Democrats,Chingford and Woodford Green,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health",,,
36641,https://www.openelections.co.uk/leaflets/36641/,[],[],2019 General Election,Green Party,Pudsey,"Candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health, Immigration, Social welfare",,,
36651,https://www.openelections.co.uk/leaflets/36651/,[],[],2019 General Election,Green Party,Feltham and Heston,Candidate,Environment,,,
36688,https://www.openelections.co.uk/leaflets/36688/,['https://cdn.openelections.co.uk/uploads/2021/02/Segment-001-of-GE2019-Freepost-Leaflet-2pp_Feltham_Heston-784x1024.jpg'],['leaflet_images/36688/Segment-001-of-GE2019-Freepost-Leaflet-2pp_Feltham_Heston-784x1024.jpg'],2019 General Election,Green Party,Feltham and Heston,"Candidate, Party leader","Brexit/Europe, Environment",,,
36702,https://www.openelections.co.uk/leaflets/36702/,[],[],2019 General Election,Liberal Democrats,Chingford and Woodford Green,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Economy, Education, Environment, Health",,,
36739,https://www.openelections.co.uk/leaflets/36739/,[],[],2019 General Election,Green Party,Blackburn,Candidate,"Brexit/Europe, Environment",,,
36751,https://www.openelections.co.uk/leaflets/36751/,[],[],2019 General Election,Liberal Democrats,Carlisle,Candidate,"Economy, Education, Environment, Health",,,
36770,https://www.openelections.co.uk/leaflets/36770/,[],[],2019 General Election,Labour Party,Amber Valley,"Candidate, Other party/leader/candidate","Economy, Education, Environment, Governance, Health, Social welfare",,,
36783,https://www.openelections.co.uk/leaflets/36783/,[],[],2019 General Election,Liberal Democrats,Mid Norfolk,"Candidate, Other party/leader/candidate","Brexit/Europe, Environment",,,
36791,https://www.openelections.co.uk/leaflets/36791/,[],[],2019 General Election,Liberal Democrats,Mid Norfolk,"Candidate, Other party/leader/candidate","Brexit/Europe, Environment",,,
36820,https://www.openelections.co.uk/leaflets/36820/,['https://cdn.openelections.co.uk/uploads/2021/02/Segment-001-of-Business-Leaflet_Dec06-744x1024.jpg'],['leaflet_images/36820/Segment-001-of-Business-Leaflet_Dec06-744x1024.jpg'],2019 General Election,Liberal Democrats,Oxford East,Candidate,Economy,,,
36847,https://www.openelections.co.uk/leaflets/36847/,['https://cdn.openelections.co.uk/uploads/2021/02/Segment-001-of-EA5_oxford-east-1024x484.jpg'],['leaflet_images/36847/Segment-001-of-EA5_oxford-east-1024x484.jpg'],2019 General Election,Liberal Democrats,Oxford East,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Economy, Environment, Health",,,
36850,https://www.openelections.co.uk/leaflets/36850/,['https://cdn.openelections.co.uk/uploads/2021/02/Segment-001-of-Eve-of-poll_Dec11-1024x724.jpg'],['leaflet_images/36850/Segment-001-of-Eve-of-poll_Dec11-1024x724.jpg'],2019 General Election,Liberal Democrats,Oxford East,"Candidate, Other party/leader/candidate, Tactical situation",Environment,,,
36870,https://www.openelections.co.uk/leaflets/36870/,['https://cdn.openelections.co.uk/uploads/2021/02/Segment-001-of-Student-leaflet_Nov27-744x1024.jpg'],['leaflet_images/36870/Segment-001-of-Student-leaflet_Nov27-744x1024.jpg'],2019 General Election,Liberal Democrats,Oxford East,Candidate,"Economy, Environment",,,
37021,https://www.openelections.co.uk/leaflets/37021/,[],[],2019 General Election,Plaid Cymru,Merthyr Tydfil and Rhymney,"Candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Governance, Health, Social welfare",,,
38082,https://www.openelections.co.uk/leaflets/38082/,['https://cdn.openelections.co.uk/uploads/2021/05/IMG_20191201_165856973-1024x768.jpg'],['leaflet_images/38082/IMG_20191201_165856973-1024x768.jpg'],2019 General Election,Labour Party,Walsall North,Candidate,"Economy, Education, Health",,,
38118,https://www.openelections.co.uk/leaflets/38118/,[],[],2019 General Election,Conservative Party,Wrexham,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health",,,
38121,https://www.openelections.co.uk/leaflets/38121/,[],[],2019 General Election,Conservative Party,Wrexham,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
38140,https://www.openelections.co.uk/leaflets/38140/,[],[],2019 General Election,Green Party,Lewisham Deptford,Candidate,"Brexit/Europe, Economy, Environment, Health, Social welfare",,,
38170,https://www.openelections.co.uk/leaflets/38170/,[],[],2019 General Election,Conservative Party,Lichfield,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health, Immigration",,,
38360,https://www.openelections.co.uk/leaflets/38360/,[],[],2019 General Election,Labour Party,Streatham,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Economy, Education, Environment, Health, Immigration, Social welfare",,,
38371,https://www.openelections.co.uk/leaflets/38371/,[],[],2019 General Election,Labour Party,Streatham,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health, Immigration, Social welfare",,,
38500,https://www.openelections.co.uk/leaflets/38500/,[],[],2019 General Election,Scottish National Party,Linlithgow and East Falkirk,"Candidate, Other party/leader/candidate","Governance, Social welfare",,,
38531,https://www.openelections.co.uk/leaflets/38531/,[],[],2019 General Election,Labour Party,Leeds Central,"Candidate, Other party/leader/candidate","Brexit/Europe, Environment, Governance, Health, Social welfare",,,
38553,https://www.openelections.co.uk/leaflets/38553/,[],[],2019 General Election,Labour Party,Leeds Central,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health, Social welfare",,,
38661,https://www.openelections.co.uk/leaflets/38661/,['https://cdn.openelections.co.uk/uploads/2021/10/18398_1-744x1024.jpg'],['leaflet_images/38661/18398_1-744x1024.jpg'],2019 General Election,Liberal Democrats,Newark,"Candidate, Party leader","Brexit/Europe, Economy, Environment, Health",,,
38674,https://www.openelections.co.uk/leaflets/38674/,['https://cdn.openelections.co.uk/uploads/2021/10/18403_1-761x1024.jpg'],['leaflet_images/38674/18403_1-761x1024.jpg'],2019 General Election,Conservative Party,Newark,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Governance, Health, Immigration",,,
38681,https://www.openelections.co.uk/leaflets/38681/,['https://cdn.openelections.co.uk/uploads/2021/10/18407_1-720x1024.jpg'],['leaflet_images/38681/18407_1-720x1024.jpg'],2019 General Election,Conservative Party,Bristol East,"Candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
38690,https://www.openelections.co.uk/leaflets/38690/,['https://cdn.openelections.co.uk/uploads/2021/10/18410_1-1024x504.jpg'],['leaflet_images/38690/18410_1-1024x504.jpg'],2019 General Election,Liberal Democrats,Bristol East,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Economy, Education, Environment, Health",,,
38711,https://www.openelections.co.uk/leaflets/38711/,['https://cdn.openelections.co.uk/uploads/2021/10/18417_1-1024x732.jpg'],['leaflet_images/38711/18417_1-1024x732.jpg'],2019 General Election,Green Party,Lancaster and Fleetwood,Candidate,"Brexit/Europe, Economy, Environment, Health",,,
38731,https://www.openelections.co.uk/leaflets/38731/,['https://cdn.openelections.co.uk/uploads/2021/10/18424_1-1024x512.jpg'],['leaflet_images/38731/18424_1-1024x512.jpg'],2019 General Election,Conservative Party,Newbury,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Governance, Health",,,
38740,https://www.openelections.co.uk/leaflets/38740/,['https://cdn.openelections.co.uk/uploads/2021/10/18428_1-709x1024.jpg'],['leaflet_images/38740/18428_1-709x1024.jpg'],2019 General Election,Green Party,Broxtowe,"Candidate, Tactical situation","Brexit/Europe, Economy, Environment, Health",,,
38761,https://www.openelections.co.uk/leaflets/38761/,['https://cdn.openelections.co.uk/uploads/2021/10/18435_1-1024x698.jpg'],['leaflet_images/38761/18435_1-1024x698.jpg'],2019 General Election,Liberal Democrats,Sheffield Hallam,Other party/leader/candidate,"Brexit/Europe, Education, Environment, Health",,,
38772,https://www.openelections.co.uk/leaflets/38772/,['https://cdn.openelections.co.uk/uploads/2021/10/18439_1-1024x692.jpg'],['leaflet_images/38772/18439_1-1024x692.jpg'],2019 General Election,Labour Party,Erewash,"Other party/leader/candidate, Tactical situation","Brexit/Europe, Economy, Education, Environment, Health",,,
38796,https://www.openelections.co.uk/leaflets/38796/,['https://cdn.openelections.co.uk/uploads/2021/10/18449_1-1024x519.jpg'],['leaflet_images/38796/18449_1-1024x519.jpg'],2019 General Election,Conservative Party,Rushcliffe,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Governance, Health",,,
38803,https://www.openelections.co.uk/leaflets/38803/,['https://cdn.openelections.co.uk/uploads/2021/10/18451_1-757x1024.jpg'],['leaflet_images/38803/18451_1-757x1024.jpg'],2019 General Election,Labour Party,Erewash,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Economy, Education, Environment, Governance, Health, Social welfare",,,
38812,https://www.openelections.co.uk/leaflets/38812/,['https://cdn.openelections.co.uk/uploads/2021/10/18455_1-1024x722.jpg'],['leaflet_images/38812/18455_1-1024x722.jpg'],2019 General Election,Labour Party,Rushcliffe,Candidate,"Brexit/Europe, Education, Environment, Health, Social welfare",,,
38821,https://www.openelections.co.uk/leaflets/38821/,['https://cdn.openelections.co.uk/uploads/2021/10/18458_1-754x1024.jpg'],['leaflet_images/38821/18458_1-754x1024.jpg'],2019 General Election,Labour Party,Erewash,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Education, Environment, Health",,,
38842,https://www.openelections.co.uk/leaflets/38842/,['https://cdn.openelections.co.uk/uploads/2021/10/18465_1-1024x714.jpg'],['leaflet_images/38842/18465_1-1024x714.jpg'],2019 General Election,Labour Party,Sheffield Hallam,Other party/leader/candidate,"Economy, Environment, Social welfare",,,
38862,https://www.openelections.co.uk/leaflets/38862/,['https://cdn.openelections.co.uk/uploads/2021/10/18473_1-1-1024x732.jpg'],['leaflet_images/38862/18473_1-1-1024x732.jpg'],2019 General Election,Labour Party,Sheffield Hallam,"Candidate, Other party/leader/candidate","Brexit/Europe, Environment, Governance, Health, Social welfare",,,
38871,https://www.openelections.co.uk/leaflets/38871/,['https://cdn.openelections.co.uk/uploads/2021/10/18476_1-1024x744.jpg'],['leaflet_images/38871/18476_1-1024x744.jpg'],2019 General Election,Green Party,Sheffield Hallam,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Governance, Health, Social welfare",,,
38880,https://www.openelections.co.uk/leaflets/38880/,['https://cdn.openelections.co.uk/uploads/2021/10/18479_1-728x1024.jpg'],['leaflet_images/38880/18479_1-728x1024.jpg'],2019 General Election,Liberal Democrats,North West Cambridgeshire,Candidate,"Economy, Education, Environment, Governance, Health",,,
38890,https://www.openelections.co.uk/leaflets/38890/,['https://cdn.openelections.co.uk/uploads/2021/10/18483_1-765x1024.jpg'],['leaflet_images/38890/18483_1-765x1024.jpg'],2019 General Election,Labour Party,Manchester Withington,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Environment, Health, Social welfare",,,
38901,https://www.openelections.co.uk/leaflets/38901/,['https://cdn.openelections.co.uk/uploads/2021/10/18487_1-734x1024.jpg'],['leaflet_images/38901/18487_1-734x1024.jpg'],2019 General Election,Liberal Democrats,Sheffield Hallam,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Education, Environment, Health",,,
38912,https://www.openelections.co.uk/leaflets/38912/,['https://cdn.openelections.co.uk/uploads/2021/10/18493_1-760x1024.jpg'],['leaflet_images/38912/18493_1-760x1024.jpg'],2019 General Election,Liberal Democrats,Rushcliffe,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Environment, Governance, Health",,,
38932,https://www.openelections.co.uk/leaflets/38932/,['https://cdn.openelections.co.uk/uploads/2021/10/18501_1a-738x1024.jpg'],['leaflet_images/38932/18501_1a-738x1024.jpg'],2019 General Election,Labour Party,Nottingham East,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health, Social welfare",,,
38941,https://www.openelections.co.uk/leaflets/38941/,['https://cdn.openelections.co.uk/uploads/2021/10/18505_1-1024x764.jpg'],['leaflet_images/38941/18505_1-1024x764.jpg'],2019 General Election,Brexit/Reform Party,Nottingham East,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Economy, Governance, Health, Immigration",,,
38962,https://www.openelections.co.uk/leaflets/38962/,['https://cdn.openelections.co.uk/uploads/2021/10/18511_1-1024x480.jpg'],['leaflet_images/38962/18511_1-1024x480.jpg'],2019 General Election,Conservative Party,St Ives,Candidate,"Economy, Environment, Health",,,
38972,https://www.openelections.co.uk/leaflets/38972/,['https://cdn.openelections.co.uk/uploads/2021/10/18514_1-1024x722.jpg'],['leaflet_images/38972/18514_1-1024x722.jpg'],2019 General Election,Liberal Democrats,St Ives,Other party/leader/candidate,"Economy, Education, Health",,,
38992,https://www.openelections.co.uk/leaflets/38992/,['https://cdn.openelections.co.uk/uploads/2021/10/18520_1-1024x724.jpg'],['leaflet_images/38992/18520_1-1024x724.jpg'],2019 General Election,Labour Party,York Outer,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Environment",,,
39000,https://www.openelections.co.uk/leaflets/39000/,"['https://cdn.openelections.co.uk/uploads/2021/10/18523_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2021/10/18523_2-768x1024.jpg']","['leaflet_images/39000/18523_1-768x1024.jpg', 'leaflet_images/39000/18523_2-768x1024.jpg']",2019 General Election,Liberal Democrats,York Outer,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Economy, Environment, Health",,,
31168,https://www.openelections.co.uk/leaflets/31168/,['https://cdn.openelections.co.uk/uploads/2020/08/17076_1-1024x768.jpg'],['leaflet_images/31168/17076_1-1024x768.jpg'],2019 General Election,Labour Party,Stoke-on-Trent South,Candidate,,,,
31171,https://www.openelections.co.uk/leaflets/31171/,"['https://cdn.openelections.co.uk/uploads/2020/08/17077_1-730x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17077_2-730x1024.jpg']","['leaflet_images/31171/17077_1-730x1024.jpg', 'leaflet_images/31171/17077_2-730x1024.jpg']",2019 General Election,Conservative Party,Brecon and Radnorshire,Other party/leader/candidate,"Brexit/Europe, Economy, Education, Health",,,
31177,https://www.openelections.co.uk/leaflets/31177/,"['https://cdn.openelections.co.uk/uploads/2020/08/17078_1-725x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17078_2-725x1024.jpg']","['leaflet_images/31177/17078_1-725x1024.jpg', 'leaflet_images/31177/17078_2-725x1024.jpg']",2019 General Election,Liberal Democrats,Brecon and Radnorshire,"Other party/leader/candidate, Party leader","Economy, Education, Environment, Governance, Health",,,
