leaflet_ID,URL,image_urls,local_images,Election:,Party:,Constituency:,Mentions:,Issues Covered:,Unnamed: 8,Unnamed: 9,Unnamed: 10
32077,https://www.openelections.co.uk/leaflets/32077/,['https://cdn.openelections.co.uk/uploads/2020/08/17325_1-1024x711.jpg'],['leaflet_images/32077/17325_1-1024x711.jpg'],2019 General Election,Liberal Democrats,Witney,,"Education, Health",,,
32109,https://www.openelections.co.uk/leaflets/32109/,"['https://cdn.openelections.co.uk/uploads/2020/08/17330_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17330_2-1024x768.jpg']","['leaflet_images/32109/17330_1-1024x768.jpg', 'leaflet_images/32109/17330_2-1024x768.jpg']",2019 General Election,Liberal Democrats,Woking,"Candidate, Other party/leader/candidate",,,,
32112,https://www.openelections.co.uk/leaflets/32112/,['https://cdn.openelections.co.uk/uploads/2020/08/17331_1-768x1024.jpg'],['leaflet_images/32112/17331_1-768x1024.jpg'],2019 General Election,Liberal Democrats,South East Cambridgeshire,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Education, Environment, Health",,,
32143,https://www.openelections.co.uk/leaflets/32143/,"['https://cdn.openelections.co.uk/uploads/2020/08/17336_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17336_2-768x1024.jpg']","['leaflet_images/32143/17336_1-768x1024.jpg', 'leaflet_images/32143/17336_2-768x1024.jpg']",2019 General Election,Liberal Democrats,Rushcliffe,"Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
32148,https://www.openelections.co.uk/leaflets/32148/,['https://cdn.openelections.co.uk/uploads/2020/08/17337_1-scaled-e1632922891354-1024x768.jpg'],['leaflet_images/32148/17337_1-scaled-e1632922891354-1024x768.jpg'],2019 General Election,Liberal Democrats,Rushcliffe,"Other party/leader/candidate, Tactical situation",Education,,,
32156,https://www.openelections.co.uk/leaflets/32156/,['https://cdn.openelections.co.uk/uploads/2020/08/17339_1-768x1024.jpg'],['leaflet_images/32156/17339_1-768x1024.jpg'],2019 General Election,Conservative Party,Copeland,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health, Immigration",,,
32170,https://www.openelections.co.uk/leaflets/32170/,"['https://cdn.openelections.co.uk/uploads/2020/08/17343_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17343_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17343_3-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17343_4-768x1024.jpg']","['leaflet_images/32170/17343_1-768x1024.jpg', 'leaflet_images/32170/17343_2-768x1024.jpg', 'leaflet_images/32170/17343_3-768x1024.jpg', 'leaflet_images/32170/17343_4-768x1024.jpg']",2019 General Election,Conservative Party,Pudsey,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health, Immigration",,,
32179,https://www.openelections.co.uk/leaflets/32179/,['https://cdn.openelections.co.uk/uploads/2020/08/17346_1-769x1024.jpg'],['leaflet_images/32179/17346_1-769x1024.jpg'],2019 General Election,Brexit/Reform Party,Ealing Central and Acton,"Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Governance, Health, Immigration",,,
32185,https://www.openelections.co.uk/leaflets/32185/,"['https://cdn.openelections.co.uk/uploads/2020/08/17348_1-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17348_2-724x1024.jpg']","['leaflet_images/32185/17348_1-724x1024.jpg', 'leaflet_images/32185/17348_2-724x1024.jpg']",2019 General Election,Labour Party,Lancaster and Fleetwood,Candidate,"Brexit/Europe, Environment, Health, Social welfare",,,
32207,https://www.openelections.co.uk/leaflets/32207/,['https://cdn.openelections.co.uk/uploads/2020/08/17356_1-768x1024.jpg'],['leaflet_images/32207/17356_1-768x1024.jpg'],2019 General Election,Conservative Party,Bishop Auckland,Other party/leader/candidate,"Brexit/Europe, Economy, Education, Health, Social welfare",,,
32209,https://www.openelections.co.uk/leaflets/32209/,['https://cdn.openelections.co.uk/uploads/2020/08/17357_1-498x1024.jpg'],['leaflet_images/32209/17357_1-498x1024.jpg'],2019 General Election,Conservative Party,Saffron Walden,Candidate,"Education, Health",,,
32216,https://www.openelections.co.uk/leaflets/32216/,"['https://cdn.openelections.co.uk/uploads/2020/08/17359_1-1024x717.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17359_2-1024x717.jpg']","['leaflet_images/32216/17359_1-1024x717.jpg', 'leaflet_images/32216/17359_2-1024x717.jpg']",2019 General Election,Liberal Democrats,Brecon and Radnorshire,Other party/leader/candidate,,,,
32219,https://www.openelections.co.uk/leaflets/32219/,"['https://cdn.openelections.co.uk/uploads/2020/08/17360_1-726x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17360_2-726x1024.jpg']","['leaflet_images/32219/17360_1-726x1024.jpg', 'leaflet_images/32219/17360_2-726x1024.jpg']",2019 General Election,Liberal Democrats,Brecon and Radnorshire,"Other party/leader/candidate, Party leader","Brexit/Europe, Education, Environment, Health",,,
32228,https://www.openelections.co.uk/leaflets/32228/,"['https://cdn.openelections.co.uk/uploads/2020/08/17363_1-1024x723.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17363_2-1024x723.jpg']","['leaflet_images/32228/17363_1-1024x723.jpg', 'leaflet_images/32228/17363_2-1024x723.jpg']",2019 General Election,Conservative Party,Brecon and Radnorshire,"Other party/leader/candidate, Party leader","Brexit/Europe, Education, Health",,,
32234,https://www.openelections.co.uk/leaflets/32234/,"['https://cdn.openelections.co.uk/uploads/2020/08/17367_1-1024x723.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17367_2-1024x723.jpg']","['leaflet_images/32234/17367_1-1024x723.jpg', 'leaflet_images/32234/17367_2-1024x723.jpg']",2019 General Election,Liberal Democrats,Ealing Central and Acton,Other party/leader/candidate,"Brexit/Europe, Environment",,,
32237,https://www.openelections.co.uk/leaflets/32237/,['https://cdn.openelections.co.uk/uploads/2020/08/17368_1-729x1024.jpg'],['leaflet_images/32237/17368_1-729x1024.jpg'],2019 General Election,Liberal Democrats,Ealing Central and Acton,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Environment",,,
32242,https://www.openelections.co.uk/leaflets/32242/,['https://cdn.openelections.co.uk/uploads/2020/08/17371_1-581x1024.jpg'],['leaflet_images/32242/17371_1-581x1024.jpg'],2019 General Election,Liberal Democrats,Witney,Other party/leader/candidate,Health,,,
32245,https://www.openelections.co.uk/leaflets/32245/,['https://cdn.openelections.co.uk/uploads/2020/08/17373_1-583x1024.jpg'],['leaflet_images/32245/17373_1-583x1024.jpg'],2019 General Election,Liberal Democrats,Witney,Other party/leader/candidate,Health,,,
32249,https://www.openelections.co.uk/leaflets/32249/,"['https://cdn.openelections.co.uk/uploads/2020/08/17374_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17374_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17374_3-768x1024.jpg']","['leaflet_images/32249/17374_1-768x1024.jpg', 'leaflet_images/32249/17374_2-768x1024.jpg', 'leaflet_images/32249/17374_3-768x1024.jpg']",2019 General Election,Green Party,Hove,"Candidate, Tactical situation","Brexit/Europe, Economy, Environment",,,
32258,https://www.openelections.co.uk/leaflets/32258/,"['https://cdn.openelections.co.uk/uploads/2020/08/17377_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17377_2-768x1024.jpg']","['leaflet_images/32258/17377_1-768x1024.jpg', 'leaflet_images/32258/17377_2-768x1024.jpg']",2019 General Election,Liberal Democrats,Cambridge,"Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
32263,https://www.openelections.co.uk/leaflets/32263/,['https://cdn.openelections.co.uk/uploads/2020/08/17379_1-619x1024.jpg'],['leaflet_images/32263/17379_1-619x1024.jpg'],2019 General Election,Liberal Democrats,Cambridge,Party leader,"Brexit/Europe, Economy, Education, Environment, Health",,,
32266,https://www.openelections.co.uk/leaflets/32266/,['https://cdn.openelections.co.uk/uploads/2020/08/17380_1-1024x722.jpg'],['leaflet_images/32266/17380_1-1024x722.jpg'],2019 General Election,Liberal Democrats,Cambridge,Other party/leader/candidate,"Brexit/Europe, Education, Health",,,
32275,https://www.openelections.co.uk/leaflets/32275/,"['https://cdn.openelections.co.uk/uploads/2020/08/17383_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17383_2-768x1024.jpg']","['leaflet_images/32275/17383_1-768x1024.jpg', 'leaflet_images/32275/17383_2-768x1024.jpg']",2019 General Election,Conservative Party,Sutton Coldfield,"Candidate, Other party/leader/candidate","Economy, Governance",,,
32281,https://www.openelections.co.uk/leaflets/32281/,"['https://cdn.openelections.co.uk/uploads/2020/08/17385_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17385_2-768x1024.jpg']","['leaflet_images/32281/17385_1-768x1024.jpg', 'leaflet_images/32281/17385_2-768x1024.jpg']",2019 General Election,Liberal Democrats,Vauxhall,"Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
32283,https://www.openelections.co.uk/leaflets/32283/,['https://cdn.openelections.co.uk/uploads/2020/08/17386_1-768x1024.jpg'],['leaflet_images/32283/17386_1-768x1024.jpg'],2019 General Election,Conservative Party,Huntingdon,,"Brexit/Europe, Education, Health",,,
32286,https://www.openelections.co.uk/leaflets/32286/,"['https://cdn.openelections.co.uk/uploads/2020/08/17387_1-1024x745.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17387_2-1024x745.jpg']","['leaflet_images/32286/17387_1-1024x745.jpg', 'leaflet_images/32286/17387_2-1024x745.jpg']",2019 General Election,Conservative Party,Tewkesbury,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
32288,https://www.openelections.co.uk/leaflets/32288/,['https://cdn.openelections.co.uk/uploads/2020/08/17388_1-740x1024.jpg'],['leaflet_images/32288/17388_1-740x1024.jpg'],2019 General Election,Liberal Democrats,Cambridge,Other party/leader/candidate,Brexit/Europe,,,
32294,https://www.openelections.co.uk/leaflets/32294/,['https://cdn.openelections.co.uk/uploads/2020/08/17390_1-768x1024.jpg'],['leaflet_images/32294/17390_1-768x1024.jpg'],2019 General Election,Labour Party,Vauxhall,,"Economy, Education",,,
32297,https://www.openelections.co.uk/leaflets/32297/,"['https://cdn.openelections.co.uk/uploads/2020/08/17391_1-484x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17391_2-484x1024.jpg']","['leaflet_images/32297/17391_1-484x1024.jpg', 'leaflet_images/32297/17391_2-484x1024.jpg']",2019 General Election,Green Party,Coatbridge Chryston and Bellshill,Candidate,Environment,,,
32300,https://www.openelections.co.uk/leaflets/32300/,['https://cdn.openelections.co.uk/uploads/2020/08/17393_1-1024x565.jpg'],['leaflet_images/32300/17393_1-1024x565.jpg'],2019 General Election,Labour Party,Bishop Auckland,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Health",,,
32303,https://www.openelections.co.uk/leaflets/32303/,"['https://cdn.openelections.co.uk/uploads/2020/08/17394_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17394_2-1024x768.jpg']","['leaflet_images/32303/17394_1-1024x768.jpg', 'leaflet_images/32303/17394_2-1024x768.jpg']",2019 General Election,Labour Party,Bishop Auckland,,"Brexit/Europe, Economy, Education, Environment, Health",,,
32308,https://www.openelections.co.uk/leaflets/32308/,"['https://cdn.openelections.co.uk/uploads/2020/08/17395_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17395_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17395_3-768x1024.jpg']","['leaflet_images/32308/17395_1-768x1024.jpg', 'leaflet_images/32308/17395_2-768x1024.jpg', 'leaflet_images/32308/17395_3-768x1024.jpg']",2019 General Election,Green Party,Huddersfield,Candidate,"Brexit/Europe, Economy, Environment",,,
32319,https://www.openelections.co.uk/leaflets/32319/,"['https://cdn.openelections.co.uk/uploads/2020/08/17398_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17398_2-768x1024.jpg']","['leaflet_images/32319/17398_1-768x1024.jpg', 'leaflet_images/32319/17398_2-768x1024.jpg']",2019 General Election,Green Party,Newcastle upon Tyne Central,Candidate,"Economy, Environment, Health, Social welfare",,,
32324,https://www.openelections.co.uk/leaflets/32324/,['https://cdn.openelections.co.uk/uploads/2020/08/17400_1-768x1024.jpg'],['leaflet_images/32324/17400_1-768x1024.jpg'],2019 General Election,Liberal Democrats,Hornsey and Wood Green,Other party/leader/candidate,Brexit/Europe,,,
32327,https://www.openelections.co.uk/leaflets/32327/,"['https://cdn.openelections.co.uk/uploads/2020/08/17401_1-727x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17401_2-727x1024.jpg']","['leaflet_images/32327/17401_1-727x1024.jpg', 'leaflet_images/32327/17401_2-727x1024.jpg']",2019 General Election,Green Party,Croydon South,Candidate,"Brexit/Europe, Environment",,,
32332,https://www.openelections.co.uk/leaflets/32332/,['https://cdn.openelections.co.uk/uploads/2020/08/17403_1-724x1024.jpg'],['leaflet_images/32332/17403_1-724x1024.jpg'],2019 General Election,Conservative Party,Calder Valley,Candidate,"Brexit/Europe, Education, Health",,,
32335,https://www.openelections.co.uk/leaflets/32335/,"['https://cdn.openelections.co.uk/uploads/2020/08/17404_1-782x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17404_2-782x1024.jpg']","['leaflet_images/32335/17404_1-782x1024.jpg', 'leaflet_images/32335/17404_2-782x1024.jpg']",2019 General Election,Brexit/Reform Party,Sedgefield,"Other party/leader/candidate, Party leader, Tactical situation",Brexit/Europe,,,
32338,https://www.openelections.co.uk/leaflets/32338/,"['https://cdn.openelections.co.uk/uploads/2020/08/17405_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17405_2-768x1024.jpg']","['leaflet_images/32338/17405_1-768x1024.jpg', 'leaflet_images/32338/17405_2-768x1024.jpg']",2019 General Election,Conservative Party,Brecon and Radnorshire,Other party/leader/candidate,"Brexit/Europe, Economy, Education, Health, Social welfare",,,
32346,https://www.openelections.co.uk/leaflets/32346/,['https://cdn.openelections.co.uk/uploads/2020/08/17407_1-1024x768.jpg'],['leaflet_images/32346/17407_1-1024x768.jpg'],2019 General Election,Conservative Party,Southend West,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
32349,https://www.openelections.co.uk/leaflets/32349/,['https://cdn.openelections.co.uk/uploads/2020/08/17408_1-768x1024.jpg'],['leaflet_images/32349/17408_1-768x1024.jpg'],2019 General Election,Labour Party,Morley and Outwood,"Candidate, Other party/leader/candidate","Economy, Education, Health, Social welfare",,,
32355,https://www.openelections.co.uk/leaflets/32355/,"['https://cdn.openelections.co.uk/uploads/2020/08/17410_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17410_2-1024x768.jpg']","['leaflet_images/32355/17410_1-1024x768.jpg', 'leaflet_images/32355/17410_2-1024x768.jpg']",2019 General Election,Conservative Party,Southampton Itchen,Candidate,,,,
32364,https://www.openelections.co.uk/leaflets/32364/,['https://cdn.openelections.co.uk/uploads/2020/08/17413_1-705x1024.jpg'],['leaflet_images/32364/17413_1-705x1024.jpg'],2019 General Election,Green Party,Southampton Test,Candidate,"Brexit/Europe, Education, Environment, Governance, Health",,,
32367,https://www.openelections.co.uk/leaflets/32367/,['https://cdn.openelections.co.uk/uploads/2020/08/17414_1-scaled-e1635521050784-1024x768.jpg'],['leaflet_images/32367/17414_1-scaled-e1635521050784-1024x768.jpg'],2019 General Election,Conservative Party,Putney,"Candidate, Other party/leader/candidate","Economy, Education, Environment, Health",,,
32376,https://www.openelections.co.uk/leaflets/32376/,"['https://cdn.openelections.co.uk/uploads/2020/08/17416_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17416_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17416_3-768x1024.jpg']","['leaflet_images/32376/17416_1-768x1024.jpg', 'leaflet_images/32376/17416_2-768x1024.jpg', 'leaflet_images/32376/17416_3-768x1024.jpg']",2019 General Election,Liberal Democrats,South East Cambridgeshire,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Education, Environment, Health",,,
32379,https://www.openelections.co.uk/leaflets/32379/,"['https://cdn.openelections.co.uk/uploads/2020/08/17417_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17417_2-768x1024.jpg']","['leaflet_images/32379/17417_1-768x1024.jpg', 'leaflet_images/32379/17417_2-768x1024.jpg']",2019 General Election,Conservative Party,North East Hampshire,,Health,,,
32388,https://www.openelections.co.uk/leaflets/32388/,['https://cdn.openelections.co.uk/uploads/2020/08/17420_1.jpg'],['leaflet_images/32388/17420_1.jpg'],2019 General Election,Brexit/Reform Party,Plymouth Sutton and Devonport,,Health,,,
32399,https://www.openelections.co.uk/leaflets/32399/,['https://cdn.openelections.co.uk/uploads/2020/08/17423_1-739x1024.jpg'],['leaflet_images/32399/17423_1-739x1024.jpg'],2019 General Election,Labour Party,West Bromwich West,"Candidate, Other party/leader/candidate","Economy, Education, Health",,,
32406,https://www.openelections.co.uk/leaflets/32406/,"['https://cdn.openelections.co.uk/uploads/2020/08/17425_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17425_2-768x1024.jpg']","['leaflet_images/32406/17425_1-768x1024.jpg', 'leaflet_images/32406/17425_2-768x1024.jpg']",2019 General Election,Liberal Democrats,North East Hampshire,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Education, Environment, Health",,,
32413,https://www.openelections.co.uk/leaflets/32413/,['https://cdn.openelections.co.uk/uploads/2020/08/17428_1-768x1024.jpg'],['leaflet_images/32413/17428_1-768x1024.jpg'],2019 General Election,Liberal Democrats,Bath,Tactical situation,Brexit/Europe,,,
32416,https://www.openelections.co.uk/leaflets/32416/,['https://cdn.openelections.co.uk/uploads/2020/08/17429_1-1024x656.jpg'],['leaflet_images/32416/17429_1-1024x656.jpg'],2019 General Election,Labour Party,Newport West,Candidate,"Brexit/Europe, Economy, Social welfare",,,
32436,https://www.openelections.co.uk/leaflets/32436/,"['https://cdn.openelections.co.uk/uploads/2020/08/17433_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17433_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17433_3-768x1024.jpg']","['leaflet_images/32436/17433_1-768x1024.jpg', 'leaflet_images/32436/17433_2-768x1024.jpg', 'leaflet_images/32436/17433_3-768x1024.jpg']",2019 General Election,Labour Party,Tiverton and Honiton,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Education, Environment, Health, Social welfare",,,
32438,https://www.openelections.co.uk/leaflets/32438/,['https://cdn.openelections.co.uk/uploads/2020/08/17434_1-576x1024.jpg'],['leaflet_images/32438/17434_1-576x1024.jpg'],2019 General Election,Liberal Democrats,Wantage,Tactical situation,Brexit/Europe,,,
32445,https://www.openelections.co.uk/leaflets/32445/,['https://cdn.openelections.co.uk/uploads/2020/08/17436_1-586x1024.jpg'],['leaflet_images/32445/17436_1-586x1024.jpg'],2019 General Election,Liberal Democrats,Wantage,Other party/leader/candidate,Health,,,
32455,https://www.openelections.co.uk/leaflets/32455/,['https://cdn.openelections.co.uk/uploads/2023/11/18518_1-768x1024.jpg'],['leaflet_images/32455/18518_1-768x1024.jpg'],2019 General Election,Liberal Democrats,Wantage,"Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
32458,https://www.openelections.co.uk/leaflets/32458/,['https://cdn.openelections.co.uk/uploads/2020/08/17440_1-1024x723.jpg'],['leaflet_images/32458/17440_1-1024x723.jpg'],2019 General Election,Liberal Democrats,Wantage,,Education,,,
32463,https://www.openelections.co.uk/leaflets/32463/,"['https://cdn.openelections.co.uk/uploads/2020/08/17445_1-722x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17445_2-722x1024.jpg']","['leaflet_images/32463/17445_1-722x1024.jpg', 'leaflet_images/32463/17445_2-722x1024.jpg']",2019 General Election,Conservative Party,Wantage,Candidate,"Economy, Environment",,,
32466,https://www.openelections.co.uk/leaflets/32466/,['https://cdn.openelections.co.uk/uploads/2020/08/17446_1-1024x714.jpg'],['leaflet_images/32466/17446_1-1024x714.jpg'],2019 General Election,Labour Party,Ipswich,Other party/leader/candidate,"Brexit/Europe, Education, Environment, Health",,,
32473,https://www.openelections.co.uk/leaflets/32473/,['https://cdn.openelections.co.uk/uploads/2020/08/17448_1-768x1024.jpg'],['leaflet_images/32473/17448_1-768x1024.jpg'],2019 General Election,Liberal Democrats,Liverpool Riverside,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Economy, Education, Environment, Health",,,
32476,https://www.openelections.co.uk/leaflets/32476/,"['https://cdn.openelections.co.uk/uploads/2020/08/17449_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17449_2-768x1024.jpg']","['leaflet_images/32476/17449_1-768x1024.jpg', 'leaflet_images/32476/17449_2-768x1024.jpg']",2019 General Election,Labour Party,Liverpool Riverside,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Health, Social welfare",,,
32478,https://www.openelections.co.uk/leaflets/32478/,['https://cdn.openelections.co.uk/uploads/2020/08/17450_1-768x1024.jpg'],['leaflet_images/32478/17450_1-768x1024.jpg'],2019 General Election,Liberal Democrats,Altrincham and Sale West,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Education, Environment, Health",,,
32484,https://www.openelections.co.uk/leaflets/32484/,"['https://cdn.openelections.co.uk/uploads/2020/08/17452_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17452_2-768x1024.jpg']","['leaflet_images/32484/17452_1-768x1024.jpg', 'leaflet_images/32484/17452_2-768x1024.jpg']",2019 General Election,Green Party,Bradford South,Candidate,"Economy, Education, Environment, Health, Social welfare",,,
32489,https://www.openelections.co.uk/leaflets/32489/,"['https://cdn.openelections.co.uk/uploads/2020/08/17453_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17453_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17453_3-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17453_4-768x1024.jpg']","['leaflet_images/32489/17453_1-768x1024.jpg', 'leaflet_images/32489/17453_2-768x1024.jpg', 'leaflet_images/32489/17453_3-768x1024.jpg', 'leaflet_images/32489/17453_4-768x1024.jpg']",2019 General Election,Conservative Party,Aberconwy,"Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Health, Immigration",,,
32494,https://www.openelections.co.uk/leaflets/32494/,"['https://cdn.openelections.co.uk/uploads/2020/08/17455_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17455_2-768x1024.jpg']","['leaflet_images/32494/17455_1-768x1024.jpg', 'leaflet_images/32494/17455_2-768x1024.jpg']",2019 General Election,Conservative Party,Salisbury,"Candidate, Other party/leader/candidate","Economy, Education, Environment, Governance, Health",,,
32498,https://www.openelections.co.uk/leaflets/32498/,['https://cdn.openelections.co.uk/uploads/2020/08/17457_1-768x1024.jpg'],['leaflet_images/32498/17457_1-768x1024.jpg'],2019 General Election,Conservative Party,Stafford,Candidate,"Brexit/Europe, Education, Health",,,
32501,https://www.openelections.co.uk/leaflets/32501/,"['https://cdn.openelections.co.uk/uploads/2020/08/17458_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17458_2-768x1024.jpg']","['leaflet_images/32501/17458_1-768x1024.jpg', 'leaflet_images/32501/17458_2-768x1024.jpg']",2019 General Election,Conservative Party,Southampton Itchen,Other party/leader/candidate,"Brexit/Europe, Economy, Education, Health",,,
32503,https://www.openelections.co.uk/leaflets/32503/,['https://cdn.openelections.co.uk/uploads/2020/08/17459_1-732x1024.jpg'],['leaflet_images/32503/17459_1-732x1024.jpg'],2019 General Election,Conservative Party,Aberdeen South,Other party/leader/candidate,Governance,,,
32507,https://www.openelections.co.uk/leaflets/32507/,['https://cdn.openelections.co.uk/uploads/2020/08/17460_1-706x1024.jpg'],['leaflet_images/32507/17460_1-706x1024.jpg'],2019 General Election,Labour Party,Erith and Thamesmead,Candidate,"Environment, Health",,,
32512,https://www.openelections.co.uk/leaflets/32512/,['https://cdn.openelections.co.uk/uploads/2020/08/17462_1-768x1024.jpg'],['leaflet_images/32512/17462_1-768x1024.jpg'],2019 General Election,Conservative Party,North East Hampshire,Candidate,"Brexit/Europe, Education, Health",,,
32517,https://www.openelections.co.uk/leaflets/32517/,['https://cdn.openelections.co.uk/uploads/2020/08/17463_1-724x1024.jpg'],['leaflet_images/32517/17463_1-724x1024.jpg'],2019 General Election,Labour Party,Southampton Test,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment",,,
32525,https://www.openelections.co.uk/leaflets/32525/,['https://cdn.openelections.co.uk/uploads/2020/08/17465_1-737x1024.jpg'],['leaflet_images/32525/17465_1-737x1024.jpg'],2019 General Election,Labour Party,Ealing Central and Acton,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Environment, Health",,,
32529,https://www.openelections.co.uk/leaflets/32529/,['https://cdn.openelections.co.uk/uploads/2020/08/17467_1-714x1024.jpg'],['leaflet_images/32529/17467_1-714x1024.jpg'],2019 General Election,Labour Party,Bournemouth East,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Economy, Education, Environment, Health, Social welfare",,,
32532,https://www.openelections.co.uk/leaflets/32532/,"['https://cdn.openelections.co.uk/uploads/2020/08/17468_1-1024x722.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17468_2-1024x722.jpg']","['leaflet_images/32532/17468_1-1024x722.jpg', 'leaflet_images/32532/17468_2-1024x722.jpg']",2019 General Election,Liberal Democrats,Witney,"Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
32535,https://www.openelections.co.uk/leaflets/32535/,['https://cdn.openelections.co.uk/uploads/2020/08/17469_1.jpg'],['leaflet_images/32535/17469_1.jpg'],2019 General Election,Green Party,Haltemprice and Howden,Candidate,"Brexit/Europe, Economy, Education, Environment, Governance, Health",,,
32538,https://www.openelections.co.uk/leaflets/32538/,"['https://cdn.openelections.co.uk/uploads/2020/08/17470_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/17470_2-1024x768.jpg']","['leaflet_images/32538/17470_1-1024x768.jpg', 'leaflet_images/32538/17470_2-1024x768.jpg']",2019 General Election,Labour Party,Chipping Barnet,"Other party/leader/candidate, Tactical situation","Brexit/Europe, Economy, Education, Environment, Health",,,
32545,https://www.openelections.co.uk/leaflets/32545/,['https://cdn.openelections.co.uk/uploads/2020/08/17472_1.jpg'],['leaflet_images/32545/17472_1.jpg'],2019 General Election,Conservative Party,Plymouth Sutton and Devonport,"Candidate, Other party/leader/candidate","Economy, Education, Governance, Health",,,
32549,https://www.openelections.co.uk/leaflets/32549/,['https://cdn.openelections.co.uk/uploads/2020/08/17474_1-728x1024.jpg'],['leaflet_images/32549/17474_1-728x1024.jpg'],2019 General Election,Labour Party,Poplar and Limehouse,Candidate,"Brexit/Europe, Economy, Education, Environment, Health",,,
